"VIGENCIA","PERIODO OTORGAMIENTO","SEXO AL NACER","ESTRATO SOCIOECONÓMICO","CÓDIGO DEDEPARTAMENTO DE ORIGEN","DEPARTAMENTO DE ORIGEN","CATEGORÍA DEL MUNICIPIO DE ORIGEN","SECTOR IES","NIVEL DE FORMACIÓN","MODALIDAD DE LÍNEA","MODALIDAD DEL CRÉDITO","RANGO DEL VALOR TOTAL DESEMBOLSADO","NÚMERO DE NUEVOS BENEFICIARIOS DE CRÉDITO"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Formació técnica profesional","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","2"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","SOSTENIMIENTO","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","5"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","13"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","4"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","3"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","23"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","50"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","33"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","19"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","21"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","III","2"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","OFICIAL","Tecnológico","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","16"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","15"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","11"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","I","21"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","II","7"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","III","3"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL","PRIVADO","Universitario","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","6"
"2,015","2015-1","Femenino","1","5","ANTIOQUIA","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","V","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","30"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","II","18"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","124"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","21"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","5"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","21"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","78"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","88"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","47"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","93"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MI PC","I","4"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","3"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","2"
"2,015","2015-1","Femenino","1","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","7"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","4"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","II","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","IV","5"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","V","3"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","8"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","II","5"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","7"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","IV","5"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","12"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","37"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","75"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","91"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","52"
"2,015","2015-1","Femenino","1","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","III","4"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","MATRICULA","I","3"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","10"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","149"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","101"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","56"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","87"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","24"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","43"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","27"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MI PC","I","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","8"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","14"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","9"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","9"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","7"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MI PC","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","OFICIAL","Universitario","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","II","14"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","6"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","4"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","2"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","3"
"2,015","2015-1","Femenino","1","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","3"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","3"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","II","4"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","2"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","12"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","16"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","16"
"2,015","2015-1","Femenino","1","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","4"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","5"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","2"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","II","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","4"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","7"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","9"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","12"
"2,015","2015-1","Femenino","1","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","2"
"2,015","2015-1","Femenino","1","15","BOYACÁ","RURAL","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","MATRICULA","III","1"
"2,015","2015-1","Femenino","1","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
