"VIGENCIA","PERIODO OTORGAMIENTO","SEXO AL NACER","ESTRATO SOCIOECONÓMICO","CÓDIGO DEDEPARTAMENTO DE ORIGEN","DEPARTAMENTO DE ORIGEN","CATEGORÍA DEL MUNICIPIO DE ORIGEN","SECTOR IES","NIVEL DE FORMACIÓN","MODALIDAD DE LÍNEA","MODALIDAD DEL CRÉDITO","RANGO DEL VALOR TOTAL DESEMBOLSADO","NÚMERO DE NUEVOS BENEFICIARIOS DE CRÉDITO"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","4"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","IV","4"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","55"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","89"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","68"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","23"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","69"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","I","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","IV","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","4"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","2"
"2,022","2022-1","Masculino","2","8","ATLÁNTICO","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","I","6"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","II","5"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","SOSTENIMIENTO","I","3"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","SOSTENIMIENTO","II","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","SOSTENIMIENTO","III","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","III","3"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","MATRICULA","V","6"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","6"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","III","3"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","IV","6"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","V","17"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","4"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","IV","10"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Doctorado","POSGRADO PAÍS","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","V","4"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","8"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","3"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","IV","10"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","7"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Formación técnica profesional","PREGRADO","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","I","5"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","II","9"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","III","4"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","IV","7"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","V","6"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","10"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","II","7"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","72"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","93"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","129"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","150"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","92"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","I","1"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","II","3"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","III","2"
"2,022","2022-1","Masculino","2","11","BOGOTÁ, D.C.","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","IV","5"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización tecnológica","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Formación técnica profesional","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Tecnológico","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","IV","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Doctorado","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","4"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","6"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Tecnológico","PREGRADO","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","25"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","25"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","28"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","34"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","24"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Doctorado","POSGRADO PAÍS","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","5"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","9"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","6"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","6"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","10"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","III","2"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","IV","1"
"2,022","2022-1","Masculino","2","13","BOLÍVAR","RURAL DISPERSO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","N/A","Exterior","CRÉDITO EXTERIOR","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Doctorado","POSGRADO PAÍS","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización médico quirurgica","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","MATRICULA","V","4"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","IV","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","3"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","9"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","15"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","11"
"2,022","2022-1","Masculino","2","15","BOYACÁ","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","7"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","OFICIAL","Especialización universitaria","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","IV","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","9"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","III","8"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","5"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","V","6"
"2,022","2022-1","Masculino","2","15","BOYACÁ","INTERMEDIO","PRIVADO","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","III","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Doctorado","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","III","5"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","3"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL DISPERSO","OFICIAL","Tecnológico","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL DISPERSO","OFICIAL","Universitario","PREGRADO","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","15","BOYACÁ","RURAL DISPERSO","PRIVADO","Tecnológico","PREGRADO","MATRICULA","I","2"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","OFICIAL","Doctorado","POSGRADO PAÍS","MATRICULA","III","1"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","I","2"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","V","1"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Maestría","POSGRADO PAÍS","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","II","2"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","III","3"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","IV","2"
"2,022","2022-1","Masculino","2","17","CALDAS","CIUDADES Y AGLOMERACIONES","PRIVADO","Universitario","PREGRADO","MATRICULA","V","3"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","OFICIAL","Maestría","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","OFICIAL","Tecnológico","PREGRADO","MATRICULA","IV","1"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","OFICIAL","Universitario","PREGRADO","MATRICULA","I","1"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","OFICIAL","Universitario","PREGRADO","SOSTENIMIENTO","II","2"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","PRIVADO","Especialización universitaria","POSGRADO PAÍS","MATRICULA","II","1"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","I","3"
"2,022","2022-1","Masculino","2","17","CALDAS","INTERMEDIO","PRIVADO","Universitario","PREGRADO","MATRICULA","II","2"
